"","timestamp","receiver","posX","posY","orientation","ap_mac","rssi","frequency","mode","ap_x","ap_y"
"342",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"343",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-58,"2422000000","3",33.5,2.8
"344",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"345",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"350",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"351",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"352",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"353",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"355",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"360",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"361",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"362",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"363",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"364",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-62,"2442000000","3",33.5,9.3
"365",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"367",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-69,"2422000000","3",33.5,2.8
"372",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"373",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"374",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-56,"2427000000","3",1,14
"375",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"376",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"377",2006-02-11 21:14:46,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"381",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-51,"2427000000","3",1,14
"382",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"383",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-63,"2422000000","3",33.5,2.8
"387",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-67,"2432000000","3",12.8,-2.8
"389",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"390",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"391",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-52,"2427000000","3",1,14
"392",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"396",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-59,"2422000000","3",33.5,2.8
"399",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"400",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-52,"2427000000","3",1,14
"401",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"402",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-62,"2432000000","3",12.8,-2.8
"403",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"405",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"408",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"409",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-50,"2427000000","3",1,14
"410",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"411",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"412",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"414",2006-02-11 21:14:47,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-56,"2432000000","3",12.8,-2.8
"419",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-39,"2437000000","3",2.5,-0.8
"420",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"421",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-57,"2422000000","3",33.5,2.8
"422",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-60,"2432000000","3",12.8,-2.8
"423",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-58,"2427000000","3",1,14
"424",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"429",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"430",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"431",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"432",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"433",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-65,"2432000000","3",12.8,-2.8
"434",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"435",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"441",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-39,"2437000000","3",2.5,-0.8
"442",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"443",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"444",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-58,"2427000000","3",1,14
"445",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"446",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"451",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-41,"2437000000","3",2.5,-0.8
"452",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"453",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-58,"2427000000","3",1,14
"454",2006-02-11 21:14:48,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"460",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"461",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-39,"2437000000","3",2.5,-0.8
"462",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"463",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-58,"2427000000","3",1,14
"466",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-58,"2432000000","3",12.8,-2.8
"469",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"470",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-46,"2427000000","3",1,14
"471",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"472",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"474",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"475",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-70,"2422000000","3",33.5,2.8
"480",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-39,"2437000000","3",2.5,-0.8
"481",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"482",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-52,"2427000000","3",1,14
"483",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-58,"2422000000","3",33.5,2.8
"484",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"485",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"486",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"492",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-41,"2437000000","3",2.5,-0.8
"493",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"494",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"495",2006-02-11 21:14:49,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"501",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"502",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-39,"2437000000","3",2.5,-0.8
"503",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"504",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"510",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-43,"2437000000","3",2.5,-0.8
"511",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-58,"2427000000","3",1,14
"512",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"513",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-60,"2432000000","3",12.8,-2.8
"514",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"519",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-43,"2437000000","3",2.5,-0.8
"520",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-56,"2427000000","3",1,14
"521",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"522",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-60,"2432000000","3",12.8,-2.8
"523",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-60,"2422000000","3",33.5,2.8
"524",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"530",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"531",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"532",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-51,"2427000000","3",1,14
"533",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"534",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"535",2006-02-11 21:14:50,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"542",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"543",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"544",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"545",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"547",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"552",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"553",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"554",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-50,"2427000000","3",1,14
"555",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-62,"2432000000","3",12.8,-2.8
"556",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"558",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"562",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"563",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"564",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-60,"2422000000","3",33.5,2.8
"565",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"566",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"567",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"573",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-58,"2427000000","3",1,14
"574",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"575",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-59,"2422000000","3",33.5,2.8
"576",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"577",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"578",2006-02-11 21:14:51,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-69,"2432000000","3",12.8,-2.8
"584",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-39,"2437000000","3",2.5,-0.8
"585",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"586",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"587",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"588",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"589",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"593",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-39,"2437000000","3",2.5,-0.8
"594",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"595",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"596",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-67,"2432000000","3",12.8,-2.8
"597",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"598",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-69,"2422000000","3",33.5,2.8
"600",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-51,"2427000000","3",1,14
"603",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"604",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-51,"2462000000","3",7.5,6.3
"605",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"606",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-62,"2442000000","3",33.5,9.3
"607",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"608",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"614",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-51,"2427000000","3",1,14
"615",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-41,"2437000000","3",2.5,-0.8
"616",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"617",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-59,"2422000000","3",33.5,2.8
"618",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-62,"2442000000","3",33.5,9.3
"619",2006-02-11 21:14:52,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-69,"2432000000","3",12.8,-2.8
"624",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"625",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-56,"2427000000","3",1,14
"626",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"627",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"628",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"629",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-60,"2432000000","3",12.8,-2.8
"636",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-38,"2437000000","3",2.5,-0.8
"637",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"638",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-58,"2427000000","3",1,14
"639",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"640",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-62,"2432000000","3",12.8,-2.8
"641",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-70,"2422000000","3",33.5,2.8
"646",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"647",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-41,"2437000000","3",2.5,-0.8
"648",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"649",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"650",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"651",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-64,"2442000000","3",33.5,9.3
"657",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-41,"2437000000","3",2.5,-0.8
"658",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:90",-57,"2427000000","3",1,14
"659",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"660",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
"661",2006-02-11 21:14:53,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8d",-63,"2442000000","3",33.5,9.3
"665",2006-02-11 21:14:54,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"666",2006-02-11 21:14:54,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:b1:97:8a",-40,"2437000000","3",2.5,-0.8
"667",2006-02-11 21:14:54,"00:02:2D:21:0F:33",0,0.05,130.5,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"668",2006-02-11 21:14:54,"00:02:2D:21:0F:33",0,0.05,130.5,"00:14:bf:3b:c7:c6",-63,"2432000000","3",12.8,-2.8
